"icao","elevation_ft","heading_deg","frequency_mhz","range_nm","ident","runway"
"LFCR","1880","308.06378","110.75","27","RDE","ILS RW31"
"LFCK","716","141.30446","111.35","27","EN","ILS RW14"
"LFMP","128","327.37268","111.75","27","PL","ILS RW33"
"LEDA","1150","312.3743","110.9","27","ILL","ILS RW31"
"LERS","226","247.78539","110.1","27","IRS","ILS RW25"
"LEGE","469","194.71864","109.9","27","IGN","ILS RW19"
"LEBL","11","17.94776","108.75","27","BLT","ILS RW02"
"LEBL","11","64.533646","110.3","27","QAA","ILS RW06L"
"LEBL","11","64.51079","110.75","27","BLE","ILS RW06R"
"LEBL","11","244.51079","111.5","27","BLW","ILS RW24L"
"LEBL","10","244.53365","109.5","27","BCA","ILS RW24R"
"LEPA","15","57.46922","110.9","27","PLM","ILS RW06L"
"LEPA","14","237.46501","109.3","27","IPAL","ILS RW24L"
"LEPA","10","237.46922","109.9","27","PAA","ILS RW24R"
"LEIB","20","60.99091","111.1","27","IBI","ILS RW06"
"LEIB","24","240.9909","109.5","27","IBZ","ILS RW24"
"DAAG","56","90.67883","108.5","27","HB","ILS RW09"
"DAAG","80","231.70447","110.3","27","AG","ILS RW23"
"DAAG","66","270.67883","109.5","27","AL","ILS RW27"
"DRRN","787","88.309006","109.9","27","NM","ILS RW09R"
"DXNG","1562","24.79533","110.3","27","NM","ILS RW03"
"DXXX","79","221.39966","110.1","27","LO","ILS RW22"
"DBBB","74","234.85545","109.5","27","CN","ILS RW24"
"DNMM","161","181.34227","110.3","27","ILA","ILS RW18L"
"DNMM","108","181.37874","108.1","27","ILB","ILS RW18R"
"ENML","42","68.92048","109.75","27","ML","ILS RW07"
"ENML","10","255","109.1","27","ME","ILS RW25"
"ENAL","59","242.61754","111.95","27","VGR","ILS RW24"
"ENOV","243","119","111.5","27","HN","ILS RW06"
"ENFL","37","69.82614","108.9","27","FL","ILS RW07"
"ENBL","1045","73.24244","110.7","27","BL","ILS RW07"
"ENBL","1045","249","109.35","27","FD","ILS RW25"
"ENSD","196","252","108.3","27","AD","ILS RW26"
"ENSG","1633","53","108.5","27","SGD","ILS RW06"
"ENSG","1633","234","108.1","27","SG","ILS RW24"
"ENBR","166","169.53456","109.9","27","BR","ILS RW17"
"ENBR","155","349.13458","110.5","27","BG","ILS RW35"
"ENSO","161","145","110.1","27","SRD","ILS RW14"
"ENHD","63","133.40976","109.1","27","HD","ILS RW13"
"ENZV","7","104.36176","109.5","27","ZL","ILS RW11"
"ENZV","10","177.12425","110.3","27","ZV","ILS RW18"
"ENZV","29","357.12424","111.35","27","SL","ILS RW36"
"EHKD","2","211.83365","108.9","27","DKY","ILS RW21"
"EHAM","-12","55.884247","110.55","27","KAG","ILS RW06"
"EHAM","-12","181.21735","109.5","27","ZWA","ILS RW18C"
"EHAM","-13","181.19504","110.1","27","VPB","ILS RW18R"
"EHAM","-13","219.19649","109.15","27","SCH","ILS RW22"
"EHAM","-12","264.77878","111.55","27","BVB","ILS RW27"
"EHAM","-12","1.2173462","108.75","27","MSA","ILS RW36C"
"EHAM","-11","1.2494049","111.95","27","ABA","ILS RW36R"
"EHLE","0","45.460426","108.55","27","ILSN","ILS RW05"
"EHLW","4","53.35193","111.75","27","LWZ","ILS RW05"
"EHLW","3","88.29488","109.75","27","WOL","ILS RW09"
"EHLW","4","233.35193","111.75","27","LWO","ILS RW23"
"EHLW","3","268.2949","109.75","27","LOB","ILS RW27"
"EHGG","0","229.82957","109.9","27","GRO","ILS RW23"
"EHDL","158","194.92215","108.7","27","DNS","ILS RW19"
"EHRD","0","56.029736","109.1","27","ROS","ILS RW06"
"EHRD","0","236.02974","110.9","27","RSV","ILS RW24"
"EHWO","39","67.29215","108.15","27","WDZ","ILS RW07"
"EHWO","63","247.29214","108.15","27","WDO","ILS RW25"
"EHEH","73","32.935883","109.75","27","EHZ","ILS RW03"
"EHEH","68","212.93588","109.75","27","EHO","ILS RW21"
"EBAW","32","288.79147","111.75","27","IAD","ILS RW29"
"EBBR","186","13.417217","109.9","27","IBX","ILS RW01"
"EBBR","126","193.41722","111.15","27","IBM","ILS RW19"
"EBBR","157","248.90167","110.35","27","IBL","ILS RW25L"
"EBBR","119","244.39554","108.9","27","IBR","ILS RW25R"
"EBBE","342","36.75547","111.35","27","IBEV","ILS RW04L"
"EBBE","320","216.75548","111.35","27","IBBE","ILS RW22R"
"EBBL","161","227.99727","109.95","27","IBBL","ILS RW23R"
"EBLG","583","43.13133","108.75","27","IHH","ILS RW04R"
"EBLG","642","223.13133","109.35","27","ILG","ILS RW22L"
"EBLG","583","223.1395","109.35","27","IBI","ILS RW22R"
"EDLV","105","272.01575","110.7","27","INIW","ILS RW27"
"EHVK","72","55.85701","110.75","27","VLZ","ILS RW06L"
"EHVK","62","235.85701","110.75","27","VLO","ILS RW24R"
"EDLN","124","127.720085","108.95","27","IMGE","ILS RW13"
"EDLN","125","307.2201","110.55","27","IMGW","ILS RW31"
"EHBK","370","30.546316","111.55","27","BKZ","ILS RW03"
"EHBK","378","210.54631","111.55","27","BKN","ILS RW21"
"ETNG","290","268.8563","110.1","27","IGEW","ILS RW27"
"EDDK","230","136.533","110.9","27","IKES","ILS RW14L"
"EDDK","272","243.35352","109.1","27","IKOW","ILS RW24"
"EDDK","302","316.533","111.1","27","IKEN","ILS RW32R"
"EDDL","116","51.706646","110.95","27","IDNE","ILS RW05L"
"EDDL","121","51.715897","110.15","27","IDSE","ILS RW05R"
"EDDL","138","231.7159","109.9","27","IDSW","ILS RW23L"
"EDDL","124","231.70665","109.3","27","IDNW","ILS RW23R"
"ETNN","347","243.72359","109.7","27","IWNN","ILS RW25"
"EBCI","581","244.46774","110.9","27","IGC","ILS RW24"
"EBCV","193","259.97534","108.55","27","ICV","ILS RW26"
"EBFS","906","77.47162","108.35","27","IFLR","ILS RW08L"
"EBFS","924","257.47162","108.35","27","IBFS","ILS RW26R"
"EDFH","1638","30.3828","109.3","27","IHAE","ILS RW03"
"EDFH","1595","210.3828","111.3","27","IHAW","ILS RW21"
"ELLX","1203","58.199306","109.9","27","ILE","ILS RW06"
"ELLX","1213","238.19931","110.7","27","ILW","ILS RW24"
"LFQE","789","13","110.5","27","MCY","ILS RW01"
"LFOK","561","99.21507","111.3","27","CVD","ILS RW10"
"LFOK","585","279.21506","109.55","27","CVL","ILS RW28"
"LFJL","861","217.10385","111.75","27","MLY","ILS RW22"
"EDDR","1058","266.43295","111.1","27","DSB","ILS RW27"
"LFQP","1005","234.83087","110.15","27","PB","ILS RW24"
"LFSG","1034","263.1082","110.9","27","MI","ILS RW26"
"LFSL","976","293.58533","109.95","27","BVC","ILS RW29"
"LFLN","794","326.1373","111.75","27","SN","ILS RW33R"
"LFGJ","634","52.329952","109.35","27","DO","ILS RW05"
"LSMP","1464","46.41716","109.95","27","IPN","ILS RW05"
"LSMP","1454","226.41716","109.3","27","IPY","ILS RW23"
"LSZB","1668","138.18857","110.1","27","IBE","ILS RW14"
"LFLL","788","173.25706","109.1","27","LSS","ILS RW17L"
"LFLL","812","353.24808","110.75","27","SAN","ILS RW35L"
"LFLL","820","353.25708","111.5","27","LSN","ILS RW35R"
"LFLS","1231","88.27167","109.3","27","SG","ILS RW09"
"LSGG","1459","43.451027","110.9","27","INE","ILS RW04"
"LSGG","1365","223.45102","108.7","27","ISW","ILS RW22"
"LIMW","1777","268","109.75","27","IAOS","ILS RW27"
"LSGS","1582","244","110.7","27","ISI","ILS RW25"
"LFLB","768","175.72795","109.5","27","CY","ILS RW18"
"LFMY","193","157.77567","110.9","27","SAL","ILS RW16"
"LFMN","10","42.83329","109.95","27","NI","ILS RW04L"
"LFMN","9","41","110.7","27","NA","ILS RW04R"
"LFMT","6","303.1755","108.55","27","FG","ILS RW30R"
"LFML","42","132.12335","110.3","27","ML","ILS RW13L"
"LFML","8","132.8964","108.3","27","MCE","ILS RW13R"
"LFML","88","312.12335","111.15","27","MPV","ILS RW31R"
"LFMC","258","86.18604","109.3","27","LC","ILS RW09"
"LFMD","14","346","110.35","27","CMD","ILS RW35"
"LEMH","285","7.9800057","110.3","27","IMH","ILS RW01"
"LEMH","305","187.98001","111.5","27","MAO","ILS RW19"
"DAAE","10","260.7742","110.5","27","BJ","ILS RW26"
"DAAV","20","169.04205","108.1","27","JL","ILS RW17"
"DAAS","3317","265.84515","110.9","27","ST","ILS RW27"
"DABC","2254","314.1899","109.3","27","CT","ILS RW31"
"DABC","2316","337.1705","108.3","27","CNT","ILS RW34"
"DABT","2700","232.72589","110.7","27","BT","ILS RW23"
"DAUB","249","309.6146","110.9","27","BI","ILS RW31"
"DAUG","1421","301.39804","109.5","27","GH","ILS RW30"
"DAUK","279","6.494448","108.7","27","GT","ILS RW01"
"DAUO","249","127.94417","108.3","27","EO","ILS RW13"
"DAUU","499","357","108.9","27","OG","ILS RW36"
"DAUH","456","3.21325","109.1","27","HM","ILS RW36"
"DAAT","4469","80.66326","109.7","27","TA","ILS RW08"
"DAAT","4518","200.96887","108.5","27","TM","ILS RW20"
"DNSO","1027","77.604614","109.5","27","ISK","ILS RW08"
"DNBK","771","60.681046","110.5","27","IRK","ILS RW06"
"DNKA","2100","50.55467","110.1","27","IKA","ILS RW05"
"DNIL","1158","51.0889","109.9","27","IIL","ILS RW05"
"DNMN","896","46.226795","110.5","27","IMN","ILS RW05"
"DNAA","1115","34.872826","111.9","27","IAC","ILS RW04"
"DNAA","1161","214.87282","109.3","27","IAB","ILS RW22"
"DNIB","725","222.89992","109.1","27","IIB","ILS RW22"
"DNBE","299","228.48106","109.7","27","IBE","ILS RW23"
"DNSU","66","234.40642","111.1","27","ISB","ILS RW24"
"DNIM","394","169.18178","110.9","27","IOW","ILS RW17"
"DNPO","115","209.94272","110.3","27","IPC","ILS RW21"
"ENOL","19","149.98915","109.3","27","OL","ILS RW15"
"ENOL","30","329.98914","108.3","27","ON","ILS RW33"
"ENVA","45","86.29534","110.3","27","TO","ILS RW09"
"ENVA","75","266.29535","109.9","27","TD","ILS RW27"
"ENKB","222","68.341225","110.1","27","KB","ILS RW07"
"ENNO","62","110","110.7","27","NT","ILS RW12"
"ENGM","656","11.9776","110.3","27","OBW","ILS RW01L"
"ENGM","670","12.01101","111.95","27","ONE","ILS RW01R"
"ENGM","681","192.01102","110.55","27","GME","ILS RW19L"
"ENGM","676","191.9776","111.3","27","GSW","ILS RW19R"
"ENTO","281","175.82309","108.3","27","TRP","ILS RW18"
"ENTO","254","355.3231","110.95","27","SFJ","ILS RW36"
"ENRY","169","292.84888","109.1","27","RY","ILS RW30"
"ENCN","41","31.913166","110.35","27","CN","ILS RW03"
"ENCN","52","211.91316","110.9","27","KJ","ILS RW21"
"EKKA","160","86.3097","108.3","27","KAP","ILS RW09R"
"EKKA","170","266.3097","108.15","27","KR","ILS RW27L"
"EKYT","8","80.357796","109.9","27","AE","ILS RW08L"
"EKYT","10","260.3578","111.55","27","YT","ILS RW26R"
"EKAH","79","98.4564","111.9","27","AAR","ILS RW10R"
"EKAH","79","278.4564","111.1","27","TR","ILS RW28L"
"EKVJ","17","269.50778","110.1","27","SVJ","ILS RW27"
"EKBI","237","83.816315","109.75","27","BIL","ILS RW09"
"EKBI","244","263.8163","110.7","27","LEL","ILS RW27"
"EDXW","31","322.51755","111.5","27","IWES","ILS RW32"
"EKEB","78","76.45451","109.1","27","OO","ILS RW08"
"EKEB","97","256.4545","110.15","27","ES","ILS RW26"
"EKSP","126","103.10057","109.35","27","ISPA","ILS RW10L"
"EKSP","141","283.10056","109.35","27","SRY","ILS RW28R"
"EKSB","21","316.3857","111.15","27","CIM","ILS RW32"
"EKOD","46","237.38948","108.35","27","OD","ILS RW24"
"ETNT","19","254.7942","109.95","27","INTW","ILS RW26"
"ETMN","73","75.44339","108.55","27","INOO","ILS RW08"
"ETMN","64","255.44339","111.75","27","INOW","ILS RW26"
"EDHK","99","82","109.5","27","IKHE","ILS RW08"
"EDHK","89","260.36502","109.5","27","IKHW","ILS RW26"
"ETNH","38","255.39546","108.9","27","IMHW","ILS RW26"
"EDDH","32","47.194168","110.5","27","IHHE","ILS RW05"
"EDDH","53","149.87012","109.55","27","IHHS","ILS RW15"
"EDDH","43","227.19417","111.5","27","IHHW","ILS RW23"
"EDHI","15","49.570843","110.7","27","IHFE","ILS RW05"
"EDHI","15","229.57085","108.5","27","IHFW","ILS RW23"
"EDHL","53","69.96625","109.35","27","ILUE","ILS RW07"
"EDHL","48","248.96625","111.7","27","ILUW","ILS RW25"
"EDDW","13","85.85377","110.3","27","IBRE","ILS RW09"
"EDDW","14","265.85376","110.9","27","IBRW","ILS RW27"
"EDDG","156","68.995285","111.75","27","IMOE","ILS RW07"
"EDDG","159","248.99529","110.1","27","IMOW","ILS RW25"
"ETHB","229","254.52477","111.55","27","IBBW","ILS RW26"
"EDDV","167","90.56987","108.3","27","IHNE","ILS RW09L"
"EDDV","172","90.59507","108.7","27","IHSE","ILS RW09R"
"EDDV","179","270.59506","109.95","27","IHSW","ILS RW27L"
"EDDV","169","270.5699","108.9","27","IHNW","ILS RW27R"
"ETNW","173","78.60783","110.55","27","IWUE","ILS RW08"
"ETNW","174","258.60782","109.7","27","IWUW","ILS RW26"
"EDVE","288","261.79434","111.1","27","BWG","ILS RW26"
"EDLW","418","58.49222","109.15","27","IDWE","ILS RW06"
"EDLW","401","238.49222","111.3","27","IDWW","ILS RW24"
"EDLP","699","54.729713","111.15","27","IPLE","ILS RW06"
"EDLP","674","234.72972","108.55","27","IPLW","ILS RW24"
"EDGS","1928","306.1008","108.9","27","ISIW","ILS RW31"
"EDVK","861","273.04105","109.3","27","IKSW","ILS RW27"
"EDVK","860","93.041046","108.1","27","IKSE","ILS RW09"
"EDDE","1023","94.23502","108.3","27","IERE","ILS RW09"
"EDDE","1014","274.23502","109.9","27","IERW","ILS RW27"
"EDDF","329","66.617935","110.55","27","IFCE","ILS RW07C"
"EDDF","305","67.53818","110.3","27","IFEL","ILS RW07L"
"EDDF","328","66.627075","110.95","27","IFSE","ILS RW07R"
"EDDF","364","246.61794","111.55","27","IFCW","ILS RW25C"
"EDDF","362","246.62708","111.15","27","IFSW","ILS RW25L"
"EDDF","353","246.53818","109.75","27","IFWR","ILS RW25R"
"EDDF","305","66","111.75","27","IFNE","ILS RW07L"
"EDDF","353","247","111.35","27","IFNW","ILS RW25R"
"ETAR","761","79.31386","108.95","27","IRER","ILS RW08"
"ETAR","760","83.31249","111.5","27","IREL","ILS RW09"
"ETAR","776","259.31384","110.5","27","IRWL","ILS RW26"
"ETAR","780","263.3125","110.75","27","IRWR","ILS RW27"
"EDFM","309","271.06894","108.55","27","IMAW","ILS RW27"
"ETHN","1535","251.55719","108.9","27","INSW","ILS RW25"
"EDDN","1022","95.59067","109.55","27","INUE","ILS RW10"
"EDDN","1046","275.59067","111.75","27","INUY","ILS RW28"
"EDDN","1046","277","109.1","27","INUW","ILS RW28"
"EDSB","406","29.724255","109.95","27","IKBE","ILS RW03"
"EDSB","405","209.72426","108.75","27","IKBW","ILS RW21"
"LFST","503","45.62818","108.55","27","ENT","ILS RW05"
"LFST","491","225.62819","109.55","27","STZ","ILS RW23"
"EDDS","1267","71.9871","109.5","27","ISTE","ILS RW07"
"EDDS","1181","251.98709","109.9","27","ISTW","ILS RW25"
"EDTL","500","206.23886","109.7","27","ILRW","ILS RW21"
"EDTY","1298","276.82504","111.5","27","ISWH","ILS RW28"
"ETSN","1246","266.49155","109.35","27","INEU","ILS RW27"
"EDJA","2079","57.265663","111.1","27","IAME","ILS RW06"
"EDJA","2053","237.26567","110.1","27","IAMW","ILS RW24"
"EDMA","1515","248.42944","108.5","27","IAGW","ILS RW25"
"ETSA","2043","249.14993","111.7","27","ILQW","ILS RW25"
"LFSB","860","152.8748","111.55","27","MH","ILS RW15"
"LFSB","881","332.87482","109.35","27","BLU","ILS RW33"
"LSZH","1402","134.32645","111.75","27","IKL","ILS RW14"
"LSZH","1390","152.03622","110.5","27","IZH","ILS RW16"
"LSZH","1417","273.01172","109.75","27","IZW","ILS RW28"
"LSZH","1389","332.03622","110.75","27","IZS","ILS RW34"
"EDNY","1335","58.11944","111.9","27","IFHE","ILS RW06"
"EDNY","1367","238.11943","111.9","27","IFHW","ILS RW24"
"LSZR","1333","96.74046","108.75","27","IAL","ILS RW10"
"LILN","1068","352.2745","108.75","27","IVE","ILS RW35"
"LSZA","942","16.778662","108.9","27","ILU","ILS RW01"
"LIMF","958","0.5542703","108.7","27","ITOC","ILS RW36"
"LIMC","745","166.04195","110.75","27","IMSL","ILS RW17L"
"LIMC","768","168.04419","108.3","27","IMLN","ILS RW17R"
"LIMC","714","346.0442","109.1","27","IMA","ILS RW35L"
"LIMC","708","346.04193","109.9","27","MLP","ILS RW35R"
"LIML","345","352.65607","109.55","27","ILNT","ILS RW36"
"LIMN","554","344.5904","108.15","27","ICAM","ILS RW35"
"LIME","784","281.86728","108.7","27","BRM","ILS RW28"
"LIPL","312","311.90604","110.15","27","IGD","ILS RW31L"
"LIPO","351","314.0372","110.55","27","IBS","ILS RW32"
"LIPX","228","42.55592","111.75","27","IVRN","ILS RW04"
"LIMZ","1238","210.47495","110.95","27","LEV","ILS RW21"
"LIMJ","26","284","109.3","27","GSE","ILS RW28"
"LIMG","149","267","108.9","27","LBN","ILS RW27"
"LIMP","147","194.29146","110.5","27","IPR","ILS RW20"
"LIRP","49","33.715363","108.7","27","PSS","ILS RW04R"
"LIRQ","123","46.159485","110.3","27","IFZ","ILS RW05"
"LFKC","210","177.8265","109.5","27","CLI","ILS RW18"
"LFKB","20","339.87045","111.35","27","BAS","ILS RW34"
"LIRS","15","27.87247","111.15","27","GRS","ILS RW03L"
"LFKF","85","226","110.5","27","GR","ILS RW23"
"LFKJ","15","22.199745","110.3","27","AC","ILS RW02"
"LIEO","36","52.3034","109.9","27","ISM","ILS RW05"
"LIEO","26","232.3034","111.3","27","IOLB","ILS RW23"
"LIEA","87","202.51723","110.15","27","IALF","ILS RW20"
"LIEE","9","317.07727","109.5","27","IEL","ILS RW32"
"DABB","7","184.9067","109.7","27","AN","ILS RW18"
"DTKA","225","270.07773","110.7","27","TAB","ILS RW27"
"DTTA","19","9.264457","111.1","27","TBL","ILS RW01"
"DTTA","21","189.26445","110.3","27","TSI","ILS RW19"
"DTTA","16","289.51556","108.5","27","TKE","ILS RW29"
"DTNH","21","87.37909","109.3","27","NZI","ILS RW09"
"DTNH","16","267.3791","108.1","27","EBI","ILS RW27"
"DTMB","8","70.538216","109.9","27","MIS","ILS RW07"
"DTTZ","263","88.104576","110.5","27","TOZ","ILS RW09"
"DTTJ","11","85.21362","109.5","27","JAZ","ILS RW09"
"DAAJ","3199","124.158226","109.9","27","DJ","ILS RW12"
"DNKT","1821","45.856464","108.1","27","IKT","ILS RW05"
"DNKN","1588","61.992626","109.5","27","IKN","ILS RW06"
"DNKN","1565","241.99263","111.1","27","IKK","ILS RW24"
"DNGO","1535","53.575314","108.1","27","IGM","ILS RW05"
"DNEN","541","262.12985","108.3","27","IEN","ILS RW26"
"DNBB","922","100.09548","111.9","27","TST","ILS RW10"
"DNCA","249","207.77652","109.1","27","ICL","ILS RW21"
"FGSL","56","222.77542","109.7","27","MBO1","ILS RW22"
"FKKD","33","297.64035","110.3","27","DL","ILS RW30"
"FOOL","92","156.19296","109.5","27","LB","ILS RW16"
"FOOG","49","204.20786","109.1","27","PO","ILS RW21"
"ENSH","29","5.737281","110.5","27","SV","ILS RW01"
"ENLK","81","356","108.5","27","LK","ILS RW02"
"ENBO","19","71.74644","110.3","27","BO","ILS RW07"
"ENBO","40","262","108.7","27","BD","ILS RW25"
"ENRA","230","75","111.3","27","RA","ILS RW31"
"ENST","58","192","109.9","27","ST","ILS RW20"
"ENMS","240","344","110.7","27","MS","ILS RW33"
"ESNZ","1194","109.73365","109.5","27","PC","ILS RW12"
"ESND","1177","81.947945","109.1","27","IND","ILS RW09"
"ESKM","631","156.2339","109.7","27","NKM","ILS RW16"
"ESST","394","152.61266","108.7","27","NST","ILS RW16"
"ESST","394","332.61267","110.9","27","ST","ILS RW34"
"ESOH","474","171.3795","110.1","27","IHF","ILS RW18"
"ESOK","333","20.631754","109.35","27","SOK","ILS RW03"
"ESOK","353","200.63176","110.7","27","NOK","ILS RW21"
"ESIB","169","0.58698934","111.15","27","IBT","ILS RW01"
"ESIB","175","181.58699","109.5","27","IBC","ILS RW19"
"ESGG","478","22.005571","110.3","27","SGG","ILS RW03"
"ESGG","506","202.00557","108.5","27","NGG","ILS RW21"
"ESGT","135","323.12173","111.9","27","TRH","ILS RW33"
"ESGL","190","238.91135","111.3","27","EGL","ILS RW24"
"ESGJ","741","193.00505","109.9","27","SJ","ILS RW19"
"ESGJ","741","13.005045","111.5","27","SGJ","ILS RW01"
"ESMT","102","182.19223","110.1","27","MT","ILS RW19"
"ESTA","61","132.47115","111.3","27","DB","ILS RW14"
"ESMX","610","8.194958","109.1","27","SMX","ILS RW01"
"ESMX","563","188.19496","109.7","27","MX","ILS RW19"
"EKRK","171","112.36376","111.5","27","KV","ILS RW11"
"EKRK","167","206.83205","108.7","27","SN","ILS RW21"
"EKCH","54","37.1067","110.5","27","CH","ILS RW04L"
"EKCH","12","37.144478","109.3","27","NE","ILS RW04R"
"EKCH","51","119.130806","109.9","27","KA","ILS RW12"
"EKCH","7","217.14449","109.5","27","OXS","ILS RW22L"
"EKCH","14","217.1067","110.9","27","KLK","ILS RW22R"
"EKCH","9","299.1308","108.9","27","OY","ILS RW30"
"ESTL","136","289.92236","108.55","27","DA","ILS RW29L"
"ESMK","73","182.01947","108.5","27","MK","ILS RW19"
"ESMS","234","349.36337","108.1","27","SMS","ILS RW35"
"ESMS","206","169.36337","111.9","27","NMS","ILS RW17"
"EKRN","55","108.8708","109.35","27","IAR","ILS RW11"
"EKRN","52","288.8708","110.3","27","IRE","ILS RW29"
"ETNL","140","93.70577","108.55","27","ILAE","ILS RW09"
"ETNL","135","273.70578","108.3","27","ILAW","ILS RW27"
"EDAH","89","281.61115","111.3","27","IHEW","ILS RW28"
"EPSC","154","306.01633","110.5","27","SZC","ILS RW31"
"EDOP","166","241.96082","109.5","27","IPAW","ILS RW24"
"EDDB","146","64.74653","110.7","27","IBNE","ILS RW07L"
"EDDB","152","64.74481","109.7","27","IBSE","ILS RW07R"
"EDDB","149","244.74481","109.5","27","IBSW","ILS RW25L"
"EDDB","158","244.74654","109.9","27","IBNW","ILS RW25R"
"EDDP","418","82.69304","108.55","27","ILNE","ILS RW08L"
"EDDP","428","82.700584","111.75","27","ILSR","ILS RW08R"
"EDDP","470","262.7006","110.3","27","ILSL","ILS RW26L"
"EDDP","448","262.69302","108.35","27","ILNW","ILS RW26R"
"EDAC","605","216.35648","108.7","27","IALW","ILS RW22"
"ETSH","269","269.39276","111.7","27","IHDW","ILS RW27"
"EDDC","754","36.831615","110.5","27","IDRE","ILS RW04"
"EDDC","709","216.83162","109.75","27","IDRW","ILS RW22"
"LKKV","1988","289.14822","111.55","27","KVY","ILS RW29"
"LKKB","964","238.293","108.35","27","KD","ILS RW24"
"LKPR","1202","60.9813","111.15","27","PH","ILS RW06"
"LKPR","1181","123.00631","109.95","27","PA","ILS RW12"
"LKPR","1158","240.98131","109.1","27","PR","ILS RW24"
"LKPR","1232","303.00632","109.5","27","PG","ILS RW30"
"LKVO","915","280.95624","110.75","27","VO","ILS RW28"
"ETSI","1193","244.11595","108.1","27","IIGW","ILS RW24L"
"EDDM","1467","80.390686","109.5","27","IMNE","ILS RW08L"
"EDDM","1486","80.368034","109.3","27","IMSE","ILS RW08R"
"EDDM","1470","260.36804","108.3","27","IMSW","ILS RW26L"
"EDDM","1449","260.3907","108.7","27","IMNW","ILS RW26R"
"EDMO","1890","219.38081","110.5","27","OBI","ILS RW22"
"LOWL","978","82.9782","110.55","27","OEM","ILS RW08"
"LOWL","963","262.9782","109.3","27","OEL","ILS RW26"
"LOWI","1907","65","109.7","27","OEJ","ILS RW08"
"LOWI","1893","254","111.1","27","OEV","ILS RW26"
"LOWS","1411","152.987","109.9","27","OES","ILS RW15"
"LIPB","787","16","109.1","27","IBZ","ILS RW01"
"LOWK","1444","282.33777","110.1","27","OEK","ILS RW28R"
"LIPA","325","45.703564","109.5","27","IAVI","ILS RW05"
"LIPH","60","66.19834","109.3","27","TRE","ILS RW07"
"LIPZ","26","39.034473","109.95","27","VTS","ILS RW04R"
"LIPQ","37","88.49513","110.75","27","RNC","ILS RW09"
"LJLJ","1212","302.47092","110.5","27","LJB","ILS RW30"
"LDRI","271","139.82324","108.5","27","IKR","ILS RW14"
"LIPE","120","114.74037","108.9","27","IBLN","ILS RW12"
"LIPE","120","294.74036","109.75","27","IBBP","ILS RW30"
"LIPK","98","113.99147","109.7","27","FOR","ILS RW12"
"LIPC","18","114.29162","110.35","27","CER","ILS RW11"
"LIPR","39","304.7954","111.1","27","IMIR","ILS RW31"
"LDPL","275","264.23987","111.5","27","IPU","ILS RW27"
"LIPY","39","220.79332","111.9","27","IFA","ILS RW22"
"LIRZ","667","11.302803","110.95","27","IPE","ILS RW01"
"LIBP","34","213.4421","110.7","27","IPS","ILS RW22"
"LIRA","367","149.77325","110.55","27","ICIA","ILS RW15"
"LIRE","82","307.06168","109.55","27","PRA","ILS RW31"
"LIRF","33","159.67827","108.1","27","IFLL","ILS RW16L"
"LIRF","26","159.67892","109.75","27","IFRR","ILS RW16R"
"LIRF","26","246.69104","110.15","27","FEE","ILS RW25"
"LIRF","23","339.67892","108.9","27","IFSW","ILS RW34L"
"LIRF","23","339.67825","111.55","27","FSS","ILS RW34R"
"LIRL","95","122.55254","110.35","27","LAI","ILS RW12"
"LIRN","285","51","110.15","27","NPC","ILS RW06"
"LIRN","248","234.04277","109.5","27","INPL","ILS RW24"
"LICJ","38","201.80539","110.55","27","ITO","ILS RW20"
"LICJ","65","244.89885","109.5","27","RAI","ILS RW25"
"LICT","66","305.45602","110.95","27","TRA","ILS RW31L"
"LICG","595","253.31766","110.9","27","IPTL","ILS RW26"
"LICZ","80","95.3859","108.15","27","INSY","ILS RW10R"
"LICB","661","48.073887","108.95","27","ICMS","ILS RW05"
"LICD","66","257.56348","111.3","27","ILMA","ILS RW26"
"LMML","230","311.8634","110.5","27","LM","ILS RW31"
"LMML","262","131.86339","109.7","27","LQ","ILS RW13"
"HLLM","36","282.80142","110.5","27","IMTG","ILS RW28"
"HLLT","263","266.98486","109.5","27","IIWT","ILS RW27"
"HLLS","1405","130.79245","110.3","27","ISBH","ILS RW13"
"DNMA","1122","46.52305","110.3","27","IMA","ILS RW05"
"DNYO","601","170.54085","109.9","27","IYL","ILS RW17"
"FKKR","692","85.408585","109.5","27","GRA","ILS RW09"
"FKYS","2287","189.89485","109.9","27","YA","ILS RW19"
"FOON","1506","144.71593","110.1","27","FRA","ILS RW15"
"FCPP","105","168.092","109.3","27","PN","ILS RW17"
"FNLU","279","232.82849","110.3","27","ILD","ILS RW23"
"FNCT","13","185","110.9","27","ICT","ILS RW20"
"FYWB","311","264.8855","109.3","27","WBI","ILS RW27"
"ENSB","71","95.22011","110.3","27","LB","ILS RW10"
"ENSB","94","294","109.5","27","LA","ILS RW28"
"ENAN","46","142.03017","109.35","27","AN","ILS RW14"
"ENDU","253","99.84133","110.3","27","DU","ILS RW10"
"ENDU","220","279.84134","108.7","27","BF","ILS RW28"
"ENSK","13","87","110.15","27","STK","ILS RW08"
"ENSK","13","235","109.55","27","SK","ILS RW26"
"ENEV","82","169.63582","108.9","27","EV","ILS RW17"
"ESUT","1503","147.54198","111.5","27","WUT","ILS RW15"
"ESUT","1503","327.54196","110.1","27","IUT","ILS RW33"
"ESUD","904","327","110.3","27","IPD","ILS RW33"
"ESNV","1139","276.2451","109.9","27","INV","ILS RW28"
