"icao","elevation_ft","heading_deg","frequency_mhz","range_nm","ident","runway"
"WIKT","173","355.2263","109.5","27","ITPN","ILS RW36"
"WIRR","140","301","109.7","27","IBTO","ILS RW30"
"WIII","29","67.15409","111.5","27","ICHL","ILS RW07L"
"WIII","34","67.167404","110.5","27","ICHR","ILS RW07R"
"WIII","27","247.1674","111.1","27","ICGL","ILS RW25L"
"WIII","21","247.15408","110.9","27","ICGR","ILS RW25R"
"WIHH","84","244.27637","111.7","27","IHAL","ILS RW24"
"UERP","1640","352.77548","108.1","27","IWN","ILS RW35"
"ZBER","3310","295.00037","108.5","27","IER","ILS RW30"
"ZBHH","3511","78.79255","108.9","27","IFX","ILS RW08"
"ZBHH","3556","258.79254","109.5","27","IKJ","ILS RW26"
"ZBOW","3320","132.88797","110.5","27","IXX","ILS RW13"
"ZBOW","3320","312.88797","108.5","27","IZZ1","ILS RW31"
"ZBDS","4592","128.05368","110.1","27","IDS","ILS RW13"
"ZBDS","4578","308.05368","108.7","27","IGG","ILS RW31"
"ZLYL","3917","160.00873","111.3","27","IYK","ILS RW16"
"ZLYL","3885","340.00873","108.75","27","IYL","ILS RW34"
"ZBYC","1250","261.95816","108.7","27","ICC","ILS RW26"
"ZHYC","702","135.8838","110.5","27","IYC","ILS RW14"
"ZGKL","570","6.765576","110.1","27","IJJ","ILS RW01"
"ZGKL","567","186.76558","108.5","27","IPA","ILS RW19"
"ZJHK","74","91.9166","111.5","27","IHH","ILS RW09"
"ZJHK","65","271.9166","108.5","27","IPP","ILS RW27"
"ZJHK","46","92","108.95","27","IJK","ILS RW10"
"ZJHK","55","272","109.35","27","IWA","ILS RW28"
"ZJSY","82","83.170425","109.5","27","IKK","ILS RW08"
"ZJSY","102","263.1704","108.5","27","IFH","ILS RW26"
"VVPC","85","327.82477","110.1","27","IPC","ILS RW33"
"VVTH","7","210.66718","111.1","27","ITH","ILS RW21"
"VVCR","20","19.844185","110.7","27","ICR","ILS RW02L"
"VVCR","36","200","110.3","27","ICA","ILS RW20L"
"VVCR","16","20","111.9","27","ICX","ILS RW02R"
"WBGG","94","248.19374","110.3","27","IKG","ILS RW25"
"WBGS","81","130.23474","110.5","27","ISU","ILS RW13"
"WIOO","3","157.87787","111.3","27","IPNK","ILS RW15"
"WAHS","11","129.33101","109.9","27","IANY","ILS RW13"
"WAHH","374","86.76233","109.1","27","IJOG","ILS RW09"
"WAHQ","380","256.2726","111.5","27","ISLO","ILS RW26"
"UERR","1161","247.9852","110.3","27","ISG","ILS RW25"
"UERL","768","247.89645","110.3","27","IIG","ILS RW25L"
"UIAA","2221","288.82123","110.3","27","IDG","ILS RW29"
"ZBSJ","233","152.25296","109.9","27","IOO","ILS RW15"
"ZBSJ","220","332.25296","110.3","27","IFF","ILS RW33"
"ZBYN","2549","131.21657","110.9","27","ICC","ILS RW13"
"ZBYN","2579","311.21658","109.3","27","IBB","ILS RW31"
"ZHCC","502","296","109.3","27","IAA","ILS RW30L"
"ZHCC","518","116","110.3","27","IFF","ILS RW12R"
"ZHCC","509","116","108.5","27","IXL","ILS RW12L"
"ZHCC","492","296","110.7","27","IZR","ILS RW30R"
"ZHHH","95","46","109.3","27","IHN","ILS RW04L"
"ZHHH","113","226","108.5","27","ITS","ILS RW22R"
"ZHHH","97","226","111.1","27","IUT","ILS RW22L"
"ZHHH","97","46","111.5","27","IWF","ILS RW04R"
"ZGHA","188","1","111.1","27","ICR","ILS RW36R"
"ZGHA","212","181","109.3","27","ISL","ILS RW18L"
"ZGHA","198","1","109.9","27","ISV","ILS RW36L"
"ZGHA","219","181","110.3","27","IWW","ILS RW18R"
"ZSCN","131","25.852274","111.7","27","IEE","ILS RW03"
"ZSCN","148","205.85228","110.5","27","INC","ILS RW21"
"ZGMX","305","43.156425","108.3","27","IQU","ILS RW04"
"ZGGG","66","15.965989","110.35","27","IBB","ILS RW02L"
"ZGGG","46","15.918373","108.5","27","IDM","ILS RW02R"
"ZGGG","48","195.91838","111.9","27","IXL","ILS RW20L"
"ZGGG","48","195.96599","110.75","27","IAA","ILS RW20R"
"ZGGG","42","16","109.3","27","IOO","ILS RW01"
"ZGGG","43","196","111.5","27","IPP","ILS RW19"
"ZGSZ","12","155.1361","111.3","27","IQJ","ILS RW15"
"ZGSZ","13","155.13626","108.1","27","ISZ","ILS RW16"
"ZGSZ","12","335.13608","110.7","27","IMH","ILS RW33"
"ZGSZ","13","335.13626","109.1","27","IBA","ILS RW34"
"VHHH","22","73.7758","111.1","27","IZSC","ILS RW07C"
"VHHH","27","73.7749","109.3","27","ISR","ILS RW07R"
"VHHH","22","253.7758","110.9","27","ITFC","ILS RW25C"
"VHHH","27","253.7749","108.9","27","IFL","ILS RW25L"
"VHHH","23","254","108.75","27","ITFR","ILS RW25R"
"VHHH","23","74","111.55","27","IZSL","ILS RW07L"
"VMMC","20","218","111.7","27","MCS","ILS RW16"
"VMMC","13","344.13684","109.7","27","MCN","ILS RW34"
"WBKK","25","22.793184","108.1","27","IKKP","ILS RW02"
"WBKK","27","202.79318","111.1","27","IKKD","ILS RW20"
"WBGR","105","24.842438","110.1","27","IMR","ILS RW02"
"WBKL","157","146.04347","111.1","27","ILB","ILS RW14"
"WBSB","20","29.91583","108.9","27","BE","ILS RW03"
"WBSB","72","209.91583","109.7","27","BI","ILS RW21"
"WBGB","34","167.6715","108.7","27","ILU","ILS RW17"
"WAGG","39","338.08163","111.7","27","IPLR","ILS RW34"
"WAOO","54","99.434494","110.7","27","IBDM","ILS RW10"
"WARR","11","98.2663","110.1","27","ISBY","ILS RW10"
"WARA","1712","345.4492","109.7","27","IABD","ILS RW35"
"WADD","11","266.65384","110.3","27","IDPS","ILS RW27"
"YPEA","119","175.4341","110.7","27","IPE","ILS RW18L"
"YPEA","111","355.4341","111.9","27","IPC","ILS RW36R"
"YPPH","67","15.874192","110.1","27","IPN","ILS RW03"
"YPPH","43","195.87419","109.5","27","IGD","ILS RW21"
"YPPH","58","240.7853","109.9","27","IPH","ILS RW24"
"ZBMZ","2196","116.277885","108.5","27","IMZ","ILS RW12"
"ZBMZ","2229","296.2779","110.1","27","IZZ","ILS RW30"
"ZBLA","2151","274.6174","110.3","27","IUC","ILS RW27"
"ZBAA","89","359.16025","108.5","27","INJ","ILS RW01"
"ZBAA","112","359.1371","111.7","27","IDK","ILS RW36L"
"ZBAA","105","359.16946","111.55","27","IQU","ILS RW36R"
"ZBAA","115","179.16946","109.3","27","IOR","ILS RW18L"
"ZBAA","115","179.13708","110.3","27","ILG","ILS RW18R"
"ZBAA","98","179.16025","108.9","27","ISZ","ILS RW19"
"ZBTJ","4","161.55286","109.7","27","ICU","ILS RW16L"
"ZBTJ","5","161.59087","110.9","27","IJS","ILS RW16R"
"ZBTJ","6","341.59085","110.5","27","ICG","ILS RW34L"
"ZBTJ","5","341.55286","111.5","27","IKD","ILS RW34R"
"ZSJN","92","6.299864","108.9","27","IFF","ILS RW01"
"ZSJN","92","186.29987","110.5","27","IGO","ILS RW19"
"ZSXZ","115","90.463425","111.35","27","ICK","ILS RW09"
"ZSXZ","115","270.46344","108.9","27","IXG","ILS RW27"
"ZSLY","226","6.0236983","110.7","27","IXI","ILS RW01"
"ZSLY","243","186.0237","109.7","27","ILY","ILS RW19"
"ZSSH","49","40.70247","108.7","27","IHA","ILS RW04"
"ZSSH","49","220.70247","109.15","27","IPY","ILS RW22"
"ZSYA","16","173.28552","110.7","27","ITZ","ILS RW17"
"ZSYA","16","353.28552","110.1","27","ISZ","ILS RW35"
"ZSOF","223","154.19275","109.3","27","IHF","ILS RW15"
"ZSOF","226","334.19275","108.5","27","IXQ","ILS RW33"
"ZSNJ","56","61.85723","110.3","27","IMI","ILS RW06"
"ZSNJ","52","241.85722","110.9","27","IGG","ILS RW24"
"ZSNJ","52","242","111.3","27","IPX","ILS RW25"
"ZSNJ","52","62","108.7","27","IZZ1","ILS RW07"
"ZSTX","463","132.79245","108.3","27","IWS","ILS RW13"
"RCFG","232","27","110.5","27","INKS","ILS RW03"
"ZSFZ","46","30.118715","110.7","27","ICL","ILS RW03"
"ZSFZ","62","210.11871","110.3","27","INN","ILS RW21"
"ZSQZ","33","33.849285","111.7","27","IDD","ILS RW03"
"ZSQZ","33","213.84929","108.7","27","IJZ","ILS RW21"
"ZSAM","35","233.8729","109.7","27","IKK","ILS RW23"
"ZSAM","85","53.87289","110.3","27","IWF","ILS RW05"
"RCQC","103","22.153639","109.1","27","IMKG","ILS RW02"
"RCQC","62","201.15364","108.1","27","IMZG","ILS RW20"
"RPVP","24","273.1283","110.1","27","IPR","ILS RW27"
"WBKS","95","80.63077","109.3","27","ISKN","ILS RW08"
"WBKW","87","238.19925","111.3","27","ITWU","ILS RW24"
"WAQQ","23","58.136063","109.7","27","ITRK","ILS RW06"
"WAQT","33","13.54772","110.3","27","IBRZ","ILS RW01"
"WALL","12","247.1291","110.9","27","IBPN","ILS RW25"
"WAAA","38","28.850983","110.5","27","IUJP","ILS RW03"
"WAAA","44","129.7013","111.3","27","IUPG","ILS RW13"
"WAAA","41","208.85098","110.1","27","IMAK","ILS RW21"
"WADL","307","128.13898","109.9","27","ILMB","ILS RW13"
"YABA","226","136.81316","109.7","27","IAB","ILS RW14"
"ZYTX","170","56.46292","110.5","27","IPU","ILS RW06"
"ZYTX","198","236.46292","110.3","27","IKY","ILS RW24"
"ZYTL","125","100","109.1","27","IZF","ILS RW10"
"ZYTL","92","282.641","111.1","27","IKD","ILS RW28"
"ZSYT","164","50","108.9","27","IYN","ILS RW05"
"ZSYT","161","230","108.5","27","IYT","ILS RW23"
"ZSWH","148","206","110.7","27","IQC","ILS RW21"
"ZSWH","121","26","110.1","27","IXM","ILS RW03"
"ZSQD","30","170","110.15","27","IQD","ILS RW17"
"ZSQD","30","350","109.75","27","IQX","ILS RW35"
"ZSQD","30","170","111.9","27","IDA","ILS RW16"
"ZSQD","26","350","108.55","27","IIN","ILS RW34"
"ZSYN","11","43.39583","110.9","27","IGF","ILS RW04"
"ZSYN","10","223.39583","111.3","27","IYC","ILS RW22"
"ZSNT","16","183.38087","110.5","27","IXD","ILS RW18"
"ZSNT","16","3.3808784","109.1","27","INT","ILS RW36"
"ZSWX","15","25.375532","109.9","27","IMF","ILS RW03"
"ZSWX","17","205.37553","108.9","27","IFS","ILS RW21"
"ZSPD","20","167.88702","111.5","27","IHL","ILS RW16L"
"ZSPD","13","167.88087","108.7","27","IZZ","ILS RW16R"
"ZSPD","26","167.8877","110.7","27","IPD","ILS RW17L"
"ZSPD","36","167.8633","111.1","27","IKM","ILS RW17R"
"ZSPD","13","347.88086","108.3","27","IDD","ILS RW34L"
"ZSPD","23","347.88702","108.9","27","IPR","ILS RW34R"
"ZSPD","36","347.8633","108.1","27","IBD","ILS RW35L"
"ZSPD","10","347.8877","111.9","27","INN","ILS RW35R"
"ZSSS","33","183.19998","111.3","27","IPK","ILS RW18L"
"ZSSS","33","183.16696","110.9","27","IHQ","ILS RW18R"
"ZSSS","33","3.166964","111.7","27","ISH","ILS RW36L"
"ZSSS","33","3.199979","110.3","27","IWB","ILS RW36R"
"ZSNB","12","129.29543","108.9","27","IBK","ILS RW13"
"ZSNB","30","309.29544","110.9","27","ILL","ILS RW31"
"ZSZS","23","178.82425","108.75","27","IPT","ILS RW18"
"ZSZS","33","358.82425","110.5","27","IZS","ILS RW36"
"ZSYW","285","23.472498","111.7","27","IZX","ILS RW02"
"ZSWZ","39","32.10143","110.3","27","IKN","ILS RW03"
"ZSWZ","39","212.10143","108.7","27","IWZ","ILS RW21"
"RCMT","41","30","109.5","27","IBGS","ILS RW03"
"RCMT","41","216","109.5","27","IBGN","ILS RW21"
"RCPO","26","48.247852","108.7","27","IHSU","ILS RW05"
"RCSS","13","96.2295","108.9","27","ITSG","ILS RW10"
"RCSS","18","268","108.1","27","ITLU","ILS RW28"
"RCTP","89","53.636173","111.1","27","ITIA","ILS RW05L"
"RCTP","119","53.588074","110.7","27","ICKS","ILS RW05R"
"RCTP","108","233.58807","111.9","27","ICJN","ILS RW23L"
"RCTP","78","233.63617","109.3","27","ITYA","ILS RW23R"
"RCMQ","667","180.74626","111.7","27","ITCG","ILS RW18"
"RCMQ","675","0.7462623","111.5","27","ICCK","ILS RW36"
"RCYU","53","30.441616","109.9","27","IHUA","ILS RW03"
"RCYU","51","226","110.3","27","IHLN","ILS RW21"
"ROYN","49","260.17804","108.55","27","IYN","ILS RW26"
"RCKU","89","183.39722","110.3","27","IKUI","ILS RW18"
"RCKU","99","3.3972135","109.9","27","ICHI","ILS RW36"
"RCDC","76","91.77222","108.95","27","IPIT","ILS RW09"
"RCKH","37","95.84652","108.3","27","IKHG","ILS RW09"
"RCKH","43","275.84653","109.7","27","IKAS","ILS RW27"
"RCNN","63","182.7193","111.1","27","ITNA","ILS RW18L"
"RCNN","44","2.719292","110.1","27","ITNN","ILS RW36R"
"RCSQ","86","81.00265","109.3","27","IPTN","ILS RW08"
"RCFN","143","28","110.9","27","IFNN","ILS RW04"
"RPLC","466","22.705061","109.3","27","ICA","ILS RW02"
"RPLC","411","202.70506","110.1","27","ICK","ILS RW20"
"RPLL","16","61.745255","109.1","27","IML","ILS RW06"
"RPLL","75","241.74525","109.9","27","IMA","ILS RW24"
"RPSP","43","212","111.1","27","IBOH","ILS RW21"
"RPVI","153","200.96399","111.5","27","IIO","ILS RW20"
"RPVB","86","30.829943","109.7","27","IBCD","ILS RW03"
"RPMZ","33","93.9529","109.1","27","IZAM","ILS RW09"
"WAMG","90","277.27335","110.1","27","IGTO","ILS RW27"
"WATT","335","255.44066","110.5","27","IKPG","ILS RW25"
"UHBB","639","0.33921698","108.7","27","ILZ","ILS RW36"
"ZYQQ","477","169","110.7","27","IGF","ILS RW17L"
"ZYHB","495","49.307594","110.3","27","ILL","ILS RW05"
"ZYHB","482","229.30759","109.9","27","IMJ","ILS RW23"
"ZYCC","706","58","109.3","27","IDD","ILS RW06"
"ZYCC","646","238","110.1","27","IPP","ILS RW24"
"ZKPY","89","171","109.5","27","IGE","ILS RW17"
"ZKPY","79","351","109.9","27","LW","ILS RW35"
"ZKWS","12","156","110.3","27","IKM","ILS RW15L"
"RKSI","23","153.5568","111.9","27","ISLL","ILS RW15L"
"RKSI","23","153.51251","109.1","27","ISRR","ILS RW15R"
"RKSI","23","333.5125","109.3","27","INLL","ILS RW33L"
"RKSI","23","333.5568","108.9","27","INRR","ILS RW33R"
"RKSI","23","333","109.95","27","IRFN","ILS RW34L"
"RKSI","23","153","108.55","27","IRFS","ILS RW16R"
"RKSI","23","333","108.1","27","IRKN","ILS RW34R"
"RKSI","23","153","110.35","27","IRKS","ILS RW16L"
"RKSS","50","144.14597","109.9","27","ISEL","ILS RW14L"
"RKSS","41","144.15428","108.7","27","IOFR","ILS RW14R"
"RKSS","42","324.15427","108.3","27","IKMO","ILS RW32L"
"RKSS","45","324.14597","110.7","27","ISKP","ILS RW32R"
"RKJK","17","177.13014","110.3","27","IVPR","ILS RW18"
"RKJK","29","357.13013","110.3","27","IKUZ","ILS RW36"
"RKJB","33","7.728755","111.9","27","IMUN","ILS RW01"
"RKJB","98","187.72876","108.9","27","IMAN","ILS RW19"
"RKJJ","46","37.793232","111.1","27","IMDG","ILS RW04R"
"RKJJ","49","217.79323","108.5","27","IMDH","ILS RW22L"
"RKPC","98","65.293365","109.9","27","ICJU","ILS RW07"
"RKPC","98","245.29337","111.3","27","ICHE","ILS RW25"
"RKPD","1122","6.7530856","108.3","27","IJDG","ILS RW01"
"ROKJ","23","26.068012","110.95","27","IKX","ILS RW03"
"ROMY","150","223.17015","108.9","27","IMY","ILS RW22"
"RORS","15","171.0716","111.5","27","ISB","ILS RW17"
"ROIG","126","39.679527","110.75","27","IIG","ILS RW04"
"RPVM","21","45.55651","109.9","27","IMT","ILS RW04"
"RPVM","31","225.55652","109.1","27","IMCT","ILS RW22"
"RPMD","91","49.288486","109.1","27","IDAO","ILS RW05"
"RPMD","93","229.28848","109.9","27","IDVO","ILS RW23"
"RPMR","503","173.07893","109.5","27","IGSA","ILS RW17"
"WAMM","324","181.90398","111.1","27","IMNO","ILS RW18"
"WAMM","327","1.9039836","110.5","27","ITDO","ILS RW36"
"UEEE","315","231.81943","111.7","27","IMF","ILS RW23L"
"ZYJM","262","58.9355","108.3","27","IRQ","ILS RW06"
"ZYMD","863","215.91335","108.9","27","IQM","ILS RW22"
"ZYYJ","621","90.75969","108.7","27","IJA","ILS RW09"
"ZYYJ","597","270.7597","109.3","27","IYJ","ILS RW27"
"RKNY","241","330.10803","109.3","27","IYAN","ILS RW33"
"RKNW","325","35.267147","110.1","27","IWNJ","ILS RW03"
"RKNW","330","215.26715","111.5","27","IWON","ILS RW21"
"RKTY","347","275.6371","109.3","27","IYCH","ILS RW28"
"RKTN","110","132.28084","108.7","27","ITGL","ILS RW13R"
"RKTN","118","312.28085","108.7","27","ITAG","ILS RW31L"
"RKTN","120","312.3214","111.9","27","IDAG","ILS RW31R"
"RKPK","12","1.9919891","108.5","27","IKMA","ILS RW36L"
"RKPK","7","1.9571419","109.5","27","IKHE","ILS RW36R"
"RKPU","34","4.128519","110.3","27","IULS","ILS RW36"
"RKTH","75","97.46042","110.9","27","IKPO","ILS RW10"
"RKJY","98","166.16344","111.5","27","IYSO","ILS RW17"
"RKJY","31","346.16345","109.7","27","IYSU","ILS RW35"
"RKPS","26","63.447655","109.1","27","ISAM","ILS RW06L"
"RKPS","25","243.44765","108.1","27","ISHA","ILS RW24R"
"RJDT","207","323.16534","108.7","27","IVC","ILS RW32"
"RJFR","22","178.37239","109.15","27","IKQ","ILS RW18"
"RJFE","251","32.746445","109.7","27","IFU","ILS RW03"
"RJFE","251","216","110.1","27","IFE","ILS RW21"
"RJFS","6","286.22345","110.15","27","ISG","ILS RW29"
"RJFF","18","158.3304","111.7","27","IFO","ILS RW16"
"RJFF","13","338.3304","108.9","27","IFF","ILS RW34"
"RJFU","15","326.12735","110.9","27","IOL","ILS RW32"
"RJFT","625","71.45906","109.3","27","IKU","ILS RW07"
"RJFK","862","337.11688","111.7","27","IKG","ILS RW34"
"RJFY","187","265.38022","110.3","27","IJA","ILS RW26L"
"RJFG","758","310.1227","108.95","27","ITN","ILS RW31"
"RJKA","27","31.779175","109.3","27","IAM","ILS RW03"
"RJKN","8","188","110.1","27","ITK","ILS RW19"
"ROAH","11","2.6082163","110.3","27","IOK","ILS RW36R"
"ROAH","14","182","110.15","27","ION","ILS RW18R"
"ROAH","14","3","111.7","27","IOW","ILS RW36L"
"RODN","93","55","109.7","27","IKDN","ILS RW05L"
"RODN","126","235","108.7","27","IKZZ","ILS RW23R"
"WAPP","31","43.837486","111.1","27","IAMN","ILS RW04"
"YPDN","81","287.02582","109.7","27","IDN","ILS RW29"
"UHWW","32","70.87416","109.3","27","ILS","ILS RW07R"
"UHWW","44","250.87416","110.1","27","ILN","ILS RW25L"
"RJOC","6","247.30894","111.7","27","IXZ","ILS RW25"
"RJNO","262","75.245476","111.55","27","IOA","ILS RW08"
"RJOH","8","251.89409","108.95","27","IYV","ILS RW25"
"RJBT","578","11.10131","108.55","27","ITH","ILS RW01"
"RJOR","29","101.78106","111.5","27","ITR","ILS RW10"
"RJOW","184","111.85076","108.1","27","IWA","ILS RW11"
"RJDC","23","69.15281","110.1","27","IUB","ILS RW07"
"RJOA","1072","97.9657","108.7","27","IHG","ILS RW10"
"RJOI","8","14","110.15","27","IIJO","ILS RW02"
"RJOM","17","137.68452","109.3","27","IMP","ILS RW14"
"RJOB","806","67.12097","110.3","27","IOY","ILS RW07"
"RJOT","586","259.91077","109.7","27","IKT","ILS RW26"
"RJOS","37","289.59433","108.9","27","ITS","ILS RW29"
"RJFO","19","7.417176","111.5","27","ITF","ILS RW01"
"RJOK","18","318.64758","110.9","27","IKR","ILS RW32"
"RJFM","21","272.23666","108.9","27","IMZ","ILS RW27"
"RJFN","235","289.65063","111.3","27","INH","ILS RW28"
"YPTN","428","136.0723","110.7","27","ITN","ILS RW14"
"YBAS","1786","115.40248","109.9","27","IAS","ILS RW12"
"UHHH","226","54.06678","110.9","27","IHI","ILS RW05L"
"UHHH","230","54.01288","110.3","27","IUF","ILS RW05R"
"UHHH","235","234.01288","111.15","27","IHB","ILS RW23L"
"UHHH","226","234.06677","111.3","27","IHW","ILS RW23R"
"RJNW","717","254.66112","108.95","27","INT","ILS RW25"
"RJNT","77","201.37172","109.3","27","ITO","ILS RW20"
"RJNK","18","63.37702","110.1","27","IKM","ILS RW06"
"RJNA","50","340.5312","108.9","27","IKC","ILS RW34"
"RJOO","31","322.13763","110.1","27","ISK","ILS RW32L"
"RJBE","23","92.53542","109.15","27","IKO","ILS RW09"
"RJGG","15","175.84837","109.7","27","ICY","ILS RW18"
"RJGG","15","356.84836","111.9","27","ICX","ILS RW36"
"RJBB","24","58.858044","108.7","27","IKJ","ILS RW06L"
"RJBB","5","58.836674","108.1","27","IKD","ILS RW06R"
"RJBB","13","238.83667","110.7","27","IKN","ILS RW24L"
"RJBB","23","238.85805","108.5","27","IKW","ILS RW24R"
"RJNS","428","300.08038","109.3","27","ISZ","ILS RW30"
"RJBD","293","146","108.55","27","INK","ILS RW15"
"WABB","36","107.29074","110.5","27","IBIK","ILS RW11"
"WAYY","141","118.90887","110.7","27","ITMK","ILS RW12"
"YPAD","20","222.00471","109.7","27","IAD","ILS RW23"
"YPED","61","180.45192","110.7","27","IED","ILS RW18"
"UHNN","151","106.77767","110.1","27","INTS","ILS RW11"
"UHNN","179","286.77768","111.7","27","IME","ILS RW29"
"RJER","99","246.96219","109.3","27","IRS","ILS RW25"
"RJCW","24","78.84115","111.1","27","IWK","ILS RW08"
"RJEC","709","344.24435","110.5","27","IAW","ILS RW34"
"RJCC","62","2.6643147","110.9","27","ICN","ILS RW01L"
"RJCC","57","1.6593661","110.75","27","ICH","ILS RW01R"
"RJCC","77","181.65936","109.35","27","ICM","ILS RW19L"
"RJCC","82","181.66432","111.5","27","ICS","ILS RW19R"
"RJCH","103","117.01813","109.3","27","IHL","ILS RW12"
"RJSR","269","109.16608","110.15","27","IOD","ILS RW11"
"RJSK","312","284.62704","108.9","27","IUW","ILS RW28"
"RJSA","664","240.82451","111.9","27","IMR","ILS RW24"
"RJSH","96","251.02165","111.3","27","IHE","ILS RW25"
"RJSI","298","198.672","109.3","27","IHP","ILS RW20"
"RJSY","59","88.360886","110.9","27","IYS","ILS RW09"
"RJSY","72","265","111.5","27","ISN","ILS RW27"
"RJSC","347","15.569903","110.1","27","IYT","ILS RW01"
"RJSS","15","270.5173","111.7","27","ISD","ILS RW27"
"RJSN","8","281.6543","109.3","27","INC","ILS RW28"
"RJSF","1200","10.288648","110.5","27","IFK","ILS RW01"
"RJAH","107","26.73037","109.3","27","IHY","ILS RW03R"
"RJTA","205","6.1611986","111.3","27","IAG","ILS RW01"
"RJTY","460","178.14182","108.7","27","IYAS","ILS RW18"
"RJTY","428","358.1418","109.7","27","IYOK","ILS RW36"
"RJAA","134","157.48459","110.7","27","ITM","ILS RW16L"
"RJAA","130","157.47426","111.5","27","IKF","ILS RW16R"
"RJAA","139","337.47427","111.9","27","IYQ","ILS RW34L"
"RJAA","141","337.4846","110.9","27","ITJ","ILS RW34R"
"RJTL","96","185.89285","109.1","27","ISH","ILS RW19"
"RJTT","19","158.00842","111.95","27","IOC","ILS RW16L"
"RJTT","16","158.00592","111.55","27","ITA","ILS RW16R"
"RJTT","21","277","110.1","27","IKL","ILS RW22"
"RJTT","21","277","108.5","27","ITL","ILS RW23"
"RJTT","43","338.00592","111.7","27","IHA","ILS RW34L"
"RJTT","35","338.00842","108.9","27","ITC","ILS RW34R"
"RJTT","44","222","108.1","27","IAD","ILS RW22"
"RJTT","55","232","110.5","27","ITD","ILS RW23"
"RJTO","124","26.97461","109.35","27","IOS","ILS RW03"
"RJTH","301","252","110.1","27","IHC","ILS RW26"
"WAJJ","268","303.76703","110.3","27","IJPA","ILS RW30"
"UHOO","41","29.127546","111.7","27","IBR","ILS RW03"
"UHSN","104","215.58046","108.1","27","ING","ILS RW22"
"UHSS","44","11.930184","109.5","27","ISL","ILS RW01"
"UHSS","50","191.93019","111.7","27","IPI","ILS RW19"
"RJEB","58","321.03323","111.55","27","IMV","ILS RW32"
"RJCM","102","183.6414","110.1","27","ITB","ILS RW18"
"RJCM","122","5","110.3","27","IHM","ILS RW36"
